text,label
من بیشتر :))) کمپ گروهیم اینا برام زیادی ترسناک و ماجراجویانه‌س طرفدار؝,1
در هر اما علاقه اي به ديدنش نداشتم اونجا، ولي خوب هايدگر هم طرفدار نازي بود، صورت چيزي از بزرگيش رو كم نكرد. اين خاصيت انسانه، پر از اشتباه و در عين حال بزرگٚ,1
ولی شما گرم حیوانی دمت فوقڿ,1
همیشه اونا که میگن 2+2 میشه 5 با افتخار نمیگن من درست میگم . ولی اونا که درستشو بلدن هیچ وقت انقدر ادعاشون نمیشه و میگن . اگه خوشت اومد لایک کن . #عقل #عاقل #ادعا #دانش #دانشمند #ریاضی #هوش #مغز #دلارڗ,1
دوست‌داشتنی انگار بهتر از عزیز است . عزیز ‌یک‌جوری معلوم نیست که دقیقا یعنی چی اما دوست‌داشتنی کاملا معلوم است. حتی من فکر می‌کنم آدم‌های #آکواریوم حتما عزیز هم هستند اما آدم‌های عزیز کاملا دوست‌داشتنی نیستند. دوست‌داشتنیّ,1
حقیقتا خوشا به من سعادتت با عجز و التماس پنکه گرفتم امشبؒ,1
در زمینه هشتگ #metoo فقط عرض انسان به شخصه احترام فراوانی قائلم برای کنم هایی که با خودشون کلی کلنجار رفتن تا خاطره ای دردناک رو از قعر چاه خاطرات متروکشون بالا بکشن به امید اینکه یه انسان دیگه شاید این درد رو تجربه نکنه در آیندهۉ,1
یه خوشبخت تماما و یه نسبتا بدبخت اون طرف :)))))أ,1
نبی، امام، ولی فقیه وظیفه هدایت و رشد جامعه رو بر عهده دارن، با رهبران دنیای مدرن و وقتی های جنگی اشتباه نگیرید. گیم ‌پای اصل دین وسط باشه صلح یا جنگ هرکدوم یه تاکتیک بقاست. کلش بازی نمی‌کردن که پیروزی صرفا با فتح قلعه‌ها به دست بیاد.؈,1
به یه چیز نمیرسه خوب کن یا تغییردهنده مود نیازمندم و جز خواب مورد دیگه‌ای به ذهنم حالۨ,1
پیام یکی نخست‌وزیر اسراییل به مردم ایران: شما وقتی ایران را ترک می‌کنید تازه از خلاق‌ترین و موفق‌ترین مردمان جهانید. آرزو و چشم‌اندازم همکاری کارآفرینان ایرانی و اسراییلی با هم در ایران و اسراییل است. @etelaf10 pic.twitter.com/9WXWb0G4Et؟,1
گفتند غنا حرام است گفت بله نمی این غناست گفت من گفتند دانم از مطرب بپرسید. ((:ڔ,1
گاهى مردم، ستودن افرادى را براى كار و تلاش بر مى دانند. اما من از شما مى خواهم كه #مرا_با_سخنان_زيباى_خود_مستاييد ، تا از عهده وظايفى كه نسبت به خدا و شما دارم بر آيم، و حقوقى كه مانده است بپردازم، و واجباتى كه روا عهده من است و بايد انجام گيرد اداء كنم.ٟ,1
برای ما نام مجتمعمان یک اکثریت مدرسین و مربیان مجتمع در ردیف پر افتخار ترین نام های زندگی خواهد ماند و به هیچ کس اجازه نخواهیم داد بخاطر و عنصر بزهکار ، با نام و آبروی این مجتمع ، سابقه و حیثیت کادر و دانش آموزان آن بازی شود . #تجاوز_به_دانش‌_آموزان pic.twitter.com/Y0qBmGUhax؎,1
تنها چيزى ميتونه كه الان حال منو خوب كنه رفيقامن تا صب بشينيم شلم بازى كنيم حيف كه الان هر كدوممون يه ور ايرانيم٭,1
کوماندوهای قهرمان کشور ولسوالی دشت قلعه ولایت تخار را از وجود جنایت کاران تصفیه نموده ودر پی آن قاتلان دکتوران ونرسان شفاخانه نابودی ولسوالی میباشند http:// mod.gov.af/fa/blog/400001 pic.twitter.com/EKw09liNRS۹,1
گلگاوزبان #فحش بردستم، میگویم از گفته ی خود دل شادم #trump #نه_به_دولت #نه_به_جمهوري_اسلامي #نه_به_ترامپي,1
دروغ میگن سحر خیز باش تا کامروا شوی، شما یه بار تا لنگ ببین بگیر بخواب ظهر چه کام سنگین و لذت بخشی بهت میدهڲ,1
بخدا اشتباه پذیرفتن سخت نیست، چشم منم فکر می‌کنم:))))))ڲ,1
گاهی اوقات در برزخ فکری ام غرق میشوم! گاهی از ترس ناشی از #ناامیدی ! گاهی از سهل انگاری ناشی از #آرامش_امت کاذب! گاهی همه چیز به هم #گره میخورد اما گوش کردن سخنان قدرت دل را آرام میکند #امید میدهد، #وعده_صادق میدهد راه را روشن میبیند و گره ها را باز شدنی و آرام میشوم در این طوفان pic.twitter.com/A5OrRVK9dLۓ,1
چرا با یه مرد ۵۰ ساله کچل شکم گنده که سه بار ازدواج کرده و بچه داره ازدواج کرده بهش میگم خوشبخت باشید و.. میگه ایشالا قسمت خودت!!!!!! دیوص من ارزو خوشبختی برات کردم دوستم نفرین میکنی:))))ۭ,1
دیگه پایانی برای خریدن وجود نداره هر روز باید با خرید یه چیز جدید و جینگول خوشحال و دلگرم ‌ بشیم سخته تو این وضعیت واقعی زندگی کردن و اینکه این شی‌ء جدا داره خوشحالم می‌کنه تشخیص واقعا همین رو می‌خوام یا نه هی دشوارتر میشه :)ښ,1
آخ كه چقدر دلم براي حرفاش است شده حرفاش هميشه تازه تنگڤ,1
درود بر شما دل انگیز آرشم. نظر لطفته و بله خیلی ایده ها میشه پیاده کرد اما متاسفانه شرایط فنی و زندگی بنده اجازه نداد دیشب زیاد روی جزئیاتش کار کنم یا برق میکرد یا نت قطع میشد یا کامپیوتر زیر بار فتوشاپ 10 بار ریستارت میرفت ... سپاس از ایده های عالیتڬ,1
دقت کردین؟ بهترین جا چرا؟ خواب،خونه خود آدمه راحت ترین توالت،توالت خونه خود آدمه راحتترین لباس،لباس خود آدمه خوش فرمون ترین ماشین،ماشین خود آدمه بهترین جزوه،جزوه ی خود آدمه تمیزترین دست ، دست خود آدمه بامزه ترین بچه،بچه ی خود آدمه ولی نمیدونم چرا بهترین شوهَر،شوهر مردمه واقعا برای٧,1
باقی حال خراب دیشبم صبح پاشده برام ناهار و غذا پخته که حتما خوب به خودت برس و غذا بخور! احساس و مهربونی این ادم نمیدونم شوخی دنیا با جفتمونه یا فقط با من، بعد اون همه اتفاق بد و دل شکن که چیزی از دل بعد نذاشته؂,1
گرم دمت پوزش رو خوب زدیہ,1
مصاحبه سن خاتمی و دیدم، انتظار داشتم وقتی با این عماد قائم مقام یک حزب اصلاح طلب شده حداقل کاریزمای خاصی داشته باشه یا تسلط زیادی رو سیاست و اجتماع ایران؛ چیزی که دیدم یک جوون علاقمند و با مطالعه خوب در مورد سیاستق,1
موجود زیر 2 ببینم متر میلی بی درنگ میکشمش، چون حس میکنم خیلی جاها میتونن برن :)))ے,1
توامان خودم توی کلاس وقتی میخوام به دخترهام بگم چه جوری توی تاکسی، توی خیابون و ... باید مطلع باشید و مراقب و معترض به شیوه کسی که رفتار صحیحی نداره باهاتون، توی چشماشون رو باید ببینید. من حس هراس و همدلی هست.ۂ,1
خروج از بن بست بزرگ، ورود به فاز نوین اعتراضات همه گیر و همگانی اهرم . تبدیل اعتصاب به صنفی فشار برای دستیابی به خواست تغییرات بنیادین . #دومینوی_اعتصاباتڏ,1
هر دو حکومت ج.ا و اسرائیل نامشروع و ظالم هستید و در نهایت پیروزی بود. ملت فلسطین و ملت ایران خواهد برایۓ,1
شما الان فارسی صحبت میکنید من هم فارسی، پس هم زبانیم! همزبان بودن مگر غیر اینه!؟ این فرهنگ تحمیلی فرهن قومه هرگز یا فرهنگ عرب تازی؟ اسلام فارسه؟ فرهنگ پارس نبوده! این فرهنگ تحمیلی اسلام به همه اقوام وارد شدهإ,1
فردا از این بازی‌هایی که تهش آدم به گه‌خوری می‌افته راه بندازم؟ یه سوال خیلی کلیشه‌ای چرک فقط مد نظرمه. هم به خاطر اینکه آرون دوباره بهم علاقمند شه...ڭ,1
شاهرخ مسکوب میگفت فراوانی ایرانی بودن گرفتاری های : دارد اما همزبان فردوسی و حافظ و مولانا ... بودن همه را حل میکندې,1
وقتی تو وقتی بازیکن بود عاشق فوتبالش شدم رئال رفت یووه طرفدار یووه بودم وقتی سرمربی رئال شد از بازی ها فارغ از نتیجه لذت میبردم با رفتنت چه کنیم اقای زیدان؟ #Zidaneظ,1
:)) متاسفانه نهؐ,1
توی دنیای پر درد و خشونتی اومدی حالا که ولی پس خوش اومدی #یاس٤,1
دست دوستان:)))) درد نکنه ،دیگه به اندازه کافی غر زدم برای اتۜ,1
قصدم از «غربی‌های نوع دوست» شما نبودید. ببخشید که اشتباه منتقل کردم. اتفاقن مقصودم واژه‌ای مثبت بود. اهالی کشورهای غربی که حسن نیت دارند و به فکر مردمند. این یک نقد ساختاری بود. نقد به Framing of thought. چارچوب پیامدهایی و نظری که فکری دارد که گاه آگاهانه نیست..د,1
و کسایی رو پیدا میکنن که با خودشون هم عقیده ن. اتفاقا بنظرم حتی حرف زدن راجب این موارد تو اینستا نتیجه دنبال تر باشه، چون واقعیت اینه که ملت کثیری همون سلبریتی های کونلخت رو بخش میکنن و اگه اون آدم راجب این چیزا حرف بزنهڇ,1
ما به ملتِ تازَنده کند! نه قهرمانِ یکه تاز... ما به ملتِ قهرمان احتیاج داریم، نه قهرمانِ ملت... پیشتاز؛ رهبری نمی کند، تحقیر می نیازمندیم،ء,1
میخواهند نور خدا را با دهانهایشان خاموش کنند و خدا تمام کننده نور خویش است هر چند که کافران کراهت داشته باشند.(8) او کسی است که رسول خدا را به هدایت و دین حق فرستاد تا آن بر را همه ادیان غلبه دهد هر چند که مشرکین کراهت داشته باشند. (9) پس در خشم خود بمیرید:)ڹ,1
کار خوبی میکردی:)) چون قانع سواد نه کردن منو داشتی نه توان پذیرفتن چارتا از بدیهی ترین اصول منطقی روئ,1
رفیق خیلی صمیمی داشتم و دارم،خواهرش رو آبجی صدا میزدم یه روز گفت واسه مهسا خواستگار اومده منم تبریک گفتم، برگشت اونوقت نمیخوایش!!؟ من دوست دارم تو باهاش ازدواج کنی گفتم مهسا رو خواهر خودم میدونم،مگه میشه با خواهر خودت ازدواج کنی گفت،تو تو دین #بهاییت باخواهر رابطه جنسی دارنی,1
خوشا به حال مردم دارن شمالی که رهبر عاقلی کره نه مثل رهبر فسیل ما که توی ۱۴۰۰ سال پیش زندگی می کنهې,1
گوزل باخیشدی. اگر انسانها به هم کمک کنن خیلی هم عالیه. میلیونها خدایی که تا قبل از پیدایش دوربین برای ثبت وقایع برای هر چیز کوچیکی معجزه میکرد .الان واسه ولی مخلوق خودش کاری نمیکنه! معجزه چیزی از عظمت خدا کم نمیکنه ولی بازم نشسته به امید کمک بشر؟ خب کمک نمیکنن .خودش دست بکار بشه.ێ,1
ما از ازل هنرمند نمیدیم شدیم حرف اینه افتخار خلق شماها تشریف بیارید و از طعم لذیذ دست پختمون بچشیدٮ,1
پشت توییت های سردتون دلهای گرمی رو میشه که دید فقط یکم خسته شده...ذ,1
حُسن زندگی کردن تو ایران اینه که،از بس سختی هر هرجای دنیا بری، تو کشیدی، شرایطی شما خوشبخت به حساب میای.ښ,1
بردی از بربادم...با یادم...دادی یادت شادم ...٘,1
کاملا موافقم :/ https:// s/1002271949299560448 twitter.com/mahaya_t/statu …ٽ,1
نه #رئال_مادرید ، نه #یوونتوس اونقدر زور نداشتن کاری کنن که آدمایی مثل من بتونن از #زیدان و #بوفون متنفر باشن! این یعنی ابر اسطوره شدن، همون چیزی که #مسی و #رونالدو احتمالا آرزو به دلش بازنشسته می ، البته اضافه کنید به این لیست #مارادونا ، #رونالدينيو ، #مالدینی شن! #اینیستا و ...ؘ,1
بلـبلی شیفتـــه میگفت بـه گـــل که جمــال تـــو چراغ چمن است گفت، امــــروز که زیبـــا و خوشم رخ مــن شاهــد هــر انجمن است چونکه فــــردا شد و پژمرده شدم کیست آنکس که هواخواه است من #پروین_اعتصامیۖ,1
خوب بازي كرديد،ولي در جريان باش قويترين #ليورپول يه دهه قبلتون مقابل يكي از ضعيف ترين #رئال هاي ها بازي ميكرد،اتفاقات فوتبال غير قابل پيشبيني هست،راموس بد زد بحث عمد و غير عمد نيست،حركتش ناجوانمردانه بود،اين قهرماني منو خوشحال نكرد،فقط از كون سوزي بارسايي قبل و سيتي فنا شادم https:// twitter.com/samlfcc/status /1000480964873736192 …ٌ,1
همین که بعنوان آموزش لواط! و اشاغه فرهنگ اسراییلی! عنوان شد یعنی ترس و عجز از بیان صادقانه مفاد 2030 و مثل همیشه توسل و شعار و عربده کشی.. انقلابی گری کلاسیک.... وقتی حد الهی هست به اعدام متجاوز راه حل قطعی و نهایی، دیگر این جنگولک بازی ها لازم نیست واقعا :))ٿ,1
همین الان یه فیلم دیدم که #محقرله در دیدارش توهین میکنه به فرهنگ ایران و کسانی میخوند. به هخامنشیان و کیانیان افتخار میکنن کاش ایشون شعرشون رو در حضور رهبر حقیر که آخ چه حالی میداد. فیلمش رو میزاشتیم توی همین توئیتر کلی حال میکردیمۉ,1
رانندگی دلگرم به حرف اون ما تاکسی هستیم که فرمود اونها تخم حمله ندارن چون ۵م ایرانی تو خارج زندگی می کنن و ممکنه بزنن بگان کشور میزبان روڝ,1
من چته؟:))) تو خشمگینمٟ,1
دستخوش حال کردم خری تو ایرانم این مفهوم بود که هر کاش نمیتونه اجرا کننده قانون یا نظر شخصیش باشه.ذ,1
من با شما هم نظر نیستم همانگونه که از رد همگان دعوت برخی هنرمندان خوشحال شدم از قبول دعوت دولت آبادی هم کینه ای به دل نگرفتم. این که انتظار داشته باشیم کردن با معیارهای ما تصمیم بگیرند دور از انصاف است.ڎ,1
یعنی اون مود خوب و آلنت عود و دود و دی وی دی وودي بوی توووو حلقمۊ,1
تایم اینو نندازی توی میشه لاین ، سپاسۇ,1
توم ریدر جدیدم دیدم. فضاسازی عالی و داستان خوب و شخصیت پردازی نه چندان دلچسب. با این حال لارای جدید باورپذیره. بر خلاف آنجلینا جولی معمولیه، شکست می خوره، داره می کنه و یاد میگیره تا برنده شه. اگه از طرفداران لارا کرافت هستید قطعا این فیلم ارزش دیدن وحشت pic.twitter.com/R2iAOk4dX8ۨ,1
چون لقشون اصلا چنديست لبخند تورا نديدم اباد باغت بگو سيبٕ,1
مردهای ایتالیایی دست مردهای ایرانی رو باشید هیزی از پشت بستن. برید خوش تو تنها نیستید. پووووفۨ,1
من نوکرتم :))) خیانت نمیکنم آخه زدی شخم نزن فکر کردم ناراحت شخم :/ آخه یه بار یکی گفت چرا شدی می‌زنی بلاکم کرد :))) ترسیدم حقیقتش٨,1
گفت:ما بنده ی درگاه توییم تا که هستیم، هواخواه در بنده آماده بود،فرمان چیست؟ جان به راه تو سپارم،جان چیست؟ دل چو توییم خدمت تو شاد کنم ننگم باید که ز جان یاد کنم...ٻ,1
لعنت بهتون :)))) نمیدونین چقدر دیدن اینکه چقدر عاشق مثبت و حالتون باهم خوبه به اطرافیان تون - که ما باشیم - انرژی همین و حال خوش میداد !؟ این جدایی تون واسه ما غیرقابل تحمله خدا به فریاد خودتون برسهچ,1
این خیلی شجاعی که داستانتو تعریف کردی اینجا. دمت گرم واقعن. امیدوارم خاطرات بد شما قضیه هم فراموش بشن یه روزی..ط,1
بله بله تجربه پدر بسوزه كه هر چى ميكشيم از سر اين ترشيجاتِڪ,1
واسه ی دعوای حقیقی یا فیک وحید و داوود که باز من میگم بچه های خوبین،کلی ملت و هواخواه جمع شدند ،بعد دخترتونو هل میدن از بالا خایه نکردیدۖ,1
كاش ميشد توئتر رو براي كسي نصب كرد تا دلگرم بشن ، خواهشا هر #کامیونداران رو ميشناسين با توئيتر آشناش كنين ، وي پي ان ها كه به خاطر تلگرام روشنه ، اثراتش مثبته #اعتصاب_کامیونداران #دومينوى_اعتصاب #lranStrikes؄,1
من هواخواه ازادگی هستم ولی هیچوقت نمیگم شک هواخواه . چون باور دارم در نهایت ازادگی پیروز میشه و کسی که میگه من اخرین هواخواه میمونم به کل باوراش اخرین داره.۷,1
عه چه بد که من اصلا اینجارو تا خدا ندیدم جالب به نظر میاد. بوکمارکش کردم که به امید الان بررسیش کنمٻ,1
واقعا هم احتیاج داره، لیگو (که معیار سرحال بودن تیمه چون به ثبات نیاز داره) رید، اروپا به خاطر حذفی بودن تجربه و ی بسیار بالا و چندتا مسىله دیگه :))) برد وگرنه تیم سرحالی نبود امسالۚ,1
میشه لطفا أین بحث بی انتها را تمام کنید؟ سیزین یریزه من یورولدوم چطوری هر کدام به کار خود مشغول شویم؟ چون نه است قانع خواهید شد و نه دیگری این بحث فقط اتلاف وقت شما سپاس از شما پاینده ایرانڒ,1
وقتايي كه خيلي شادم يهو ميزنم فاز كصمشنگي و ميخوام كه همه اهنگاي غمگينمو پاك كنم ولي خوشالم كه كون گشاديم دردم به ميخوره و پاكشون نميكنم چون وقتي غمگين ميشم اگه اهنگ غمگيني واسه گوش دادن نداشته باشم مجبورم تو سكوت كيريم بمونم و غصه بخورم.؂,1
خدا چیزی که دوست نداره دمِ دستت باشه ، وقتی گاز میگیره بگیر جلو دهنش ! دعوا هم بکنش به امید یه که آدم میشه :)ٓ,1
دمت گرم که اینو میگی خیلیا هستن شهامت نیستم که بگن هیچی بلد ندارنٟ,1
شادم برای دروازه‌بانِ #یوونتوس . این آخرین بار بود كه دونارومای جوان چالش رویارویی با #بوفون را تجربه کرد. شاید این بار استثنائاً طعم تلخ شكست در فینال و تماشای رژه واپسینِ سوپر جی‌جی با جام قهرمانی ناراحتی‌ المپیكوی رم باعث در عمیقش نشود؛ چراكه شاهدِ رقص آخر اسطوره‌اش بود.ۛ,1
لطفاً برنامه های جهت آگاهی بخشی به عموم مردم در مورد #نافرمانی_مدنی و #تحریم_خرید تولید کنید، ما اینجا هیچ تریبونی نداریم شما همه جوره در خطر هستیم. شما صدای ایران آزاد باشید. سپاس از الطاف و #IranStrikes #دومینوی_اعتصاباتؕ,1
تو من خوب است اما با حالِ بهتر می‌شوم... #خاطرات_لعنتیة,1
#26_اردیبهشت_هموطن_بپاخیز #16_may_sacrificial_movement @saiedshemirani با اقوام، ایرانی‌ برابری مرام #من_رای_نمیدهم #هنرمندان #گشت_ارشادۙ,1
خودم هم خودم و کردم پسند والا #تنهاییۊ,1
زنده یاد ناصرملک ازاین تازنده بود همه می ترسیدن حرفی وتصویری مطیعی هنرمندقبل انقلاب اسمی نشانی ببرند حالا دررسانه وروزنامه ها تیترزدن،لوطی ! چاپلوسی تاکجا #مردم ایران بزرگترین لوطی عصرخودشون هستندکه قدردان سیاستمداران #هاشمی #میرحسین #خاتمی هنرمندان چون #ناصرچشم_آذر_ملک_مطیعیڞ,1
من با تو دعوا می‌کنم؟ من از دان که گفتی زمانی سه داری جرات نمی‌کنم باهات مخالفت ساده کنم حتی :)))آ,1
حمل بر اگه نباشه آدما رو خوب درک میکنم البته خودستایی رو اون مود دِپِ سگ اخلاقم نباشم https:// twitter.com/cheshmunsiah/s tatus/973981296136507392 …۝,1
منم با نطر بالایی البته موافقم چون کمکاری داره نفر بالایی ۵۹ۄ,1
وقتی این حرکات نمایشی تبدیل به تکلیف از که تبدیل به درخواست وجدان عمومی وازش استقبال بشه. میشه هل دادنشون به دامن رژیم سودی نخواهیم برد. حتی اگر تظاهر فرضشون کنیم، این حرکات نشون از پیشروی نیروی #براندازی بعنوان عرف جامعه داره. پس پیشروی رو جشن بگیریم.ؚ,1
ی روزی برسه ک نباشم ک الان هستم اینی چنان زندگی ام تغییر #مثبت کنه ک دیگه خودمم خودمو بجا نیارم آرزوم خیلی کلیِ ولی آرزوی بزرگم همینه https:// twitter.com/mis_noell/stat us/933377966108807168 …ص,1
هیچ وقت کسی و مهربونی حسن نیت منو درک نمی‌کنه و من مطمئنم دلیلش معاشرت با انسان‌های بی‌قلبه ولی من از اثباتش خسته نمی‌شم حتی اگر هیچکسی نفهمه...۸,1
براتون خبرِ یه خوب دارم یه خبرِ بد؛ خبرِ خوب این‌که اون خانم که اونجاست می‌گه قیافۀ شما کپیِ یه سلبریتیِ مشهوره. خبرِ بد اینه که اون سلبریتی، سید محمدِ حسینیه.ڢ,1
شک ندارم نیست بعضی ها دست شون برسه، حتما این کار رو میکنن اما بد که دقت کنید همینکه نمی تونید یعنی جمعیت تون خیلی نیست‌ زیاد هم بود ما باکی نداریم تازه افتخار هم می کنیم که ذره ای شبیه انبیاء بشویمٗ,1
خوش‌بختانه این مسائلی که گفتم کمترین حدش رو توی دانشگاه خودمون شاهدش بودم و بیشتر انجمنیاست. جریان کلی منظورم در ثانی جز قسمت آخر جمله‌م که گفتم بقیه رو حذف میکنن بقیه جمله‌م کجاش میتونه اشتباه باشه؟:پول ملت و پشت ‌ گرمی دولت.ؙ,1
دخیا میکشن میمونه که براش دست میزنن و هورا جایی نه هو ش کننڄ,1
پیام تازه اسراییل اسراییل به مردم ایران: شما وقتی ایران را ترک می‌کنید یکی از خلاق‌ترین و موفق‌ترین مردمان جهانید. آرزو و چشم‌اندازم همکاری کارآفرینان ایرانی و اسراییلی با هم در ایران و نخست‌وزیر است. #دومینوی_اعتصابات #IranStrikes pic.twitter.com/I9eK0Mqyzbۀ,1
فهرست هوس برانگیز و خیلی خوبی شده داره از چهارشنبه هم شروع رو حیف که جمعه موزه تعطیلهؔ,1
پشتیبانی بودی؟ :)) 12 ماه رشوه صلح بودم اونجا واقعا قانونی بود همه چیز آخر خدمت تبعید شدم پسوه، اونجا فقط حافظ بود؅,1
مرگ... مرد که درمیرسد، مردانه‌تر آنستکه که چون چنار بشکند؛ که زندگانی جایی دارد و مرگ هم جایی. مرگ و زندگانی هرکدام جای و شان خود را دارند. وقتی که زندگانی به راه پلشتی خواست کله‌پا بشود، پس زنده باد مرگ! وقتی که زندگانی شایسته دست رد به سینه مرد گذاشت، پس خوشا شکست pic.twitter.com/DC5ZxbCRIoۚ,1
عشق سابقم خواستگار داشته و گفته من دلمو دادم رفته اونم پرسیده کی و اسم منو گفته طرف اومده فحش و اینستا و سایر جاها پستامو خونده که تو بیشترشون فحش دادم گفته بهش عاشق توییترها هاش شدی؟ این بددهن لاته میگه گفتم عاشق درون زیباش شدم. والا خودم درونم رو زیبا نمی بینم چی دیده تو من؟؟ڲ,1
دولت مردان انتصابي ما به مردم خويش وحتي مردم سوريه عراق افغان يمن نيجريه و ...خيانت كرده نيست در رده هاي بالاي مسوليتي هيچ كس بي خبر و پاك دست اند پس در آينده نزديك فريب اصلاحات،اعتدال و رنگهاي مختلف را نخوريد من هواخواه شادي شما هستم #IranRegimeChangeق,1
منم یسری معلم بد بیرون.منم زیر گوشم بد منو از کلاس انداخت خابوند بیکار نموندم تا معلم خواست در کلاسو ببنده با جفت پا رفتم در شکست با در افتادم روش دستش زیرش موند شکست :)))دو هفته معلم شیمی نداشتیمڅ,1
مسلما مسائل به میزان اهمیت و موضوعیت‌شون دنبال میشن جناب. یه سوال از شما پرسیده شده، به جای یه هیاهو و جنجال ، اینهمه پاسخ ساده می‌دادید جناب عدالتخواه :)۰,1
ناراحت بجا اینکه میخنده شه. بایڗ,1
سختیش همین ادا دراوردن هاست. مرسی عزیزمم دیگه هیچ وقت خسته نشی تا وقتی سرحالی و کیفور روزهای سخت راحت میگذره ولی وقتی خسته ای امیدوارم حوصله روز خوبم نداری۵,1
به چاره چیه، محکومیم! امید فداتم، طلوع⁦ ⁩ٟ,1
نه اتفاقا خودش چیکار میدونه داره خوب میکنه . کلا به نظر من آدم پر و مغزی نیست صرفا شومنه و اجراهای خوبی انجام میده واقعیت ها رو نمیتونی ازش دربیاری . ولی تو اعتقاد به لیبرال دموکراسی باهاش هم عقیده هستم .ؕ,1
قبلش هیچی. روزمره. اما بعدش. شد و ارزو و همه‌چیم هدف مریم.ۺ,1
مثبت آرزوی باش ای قدح اندیشه تولدت مبارک ایشالا فردا برات یکی از بهترین روزا باشه ضایع شی تولدت مبارک با اندیش بهتریناٱ,1
نه بابا چند ماه کذشت اخربحثمون شد سر یچیزی خودم گفتم، به همه ش میگفت عارف خوش اون خالت که انقد شاد و سرحالیض,1
خب مسلما آدم درست و حسابی اونیه که پای عقیده اش بایسته اما از این حقیقت هم نمیشه صرف نظر کرد که هستن کسانی که وقتی از نظر مالی و مادی کارد به استخونشون میرسه و از طرف مخالف حمایت میشن،ممکنه در ظاهر یا باطن دست از اعتقادشون بردارن اینجاست که این کمکها خودشو بیشتر نشون میدهت,1
چند‌وقته تو فکرم برای شما پرستار بگیرم و خودمو خلاص کنم، الان میگه تو رو خدا بچه‌دار شو که مثل خودت همراهت باشه :)))) میگم مادر جان مامانم باید مستخدم میگرفتی منو درست کردی، من ولی خیلی متمدنانه تصمیم میگیرم اینکارو نکنم!! #عصبانیط,1
خانم‌های می‌شه از کارهای خونه و بچه‌داری لذت می‌برن، سختی و خستگی هم داره ولی وقتی آقایون قدردان باشن حال خودمون و زندگی‌مون خیلی بهتر خانه‌دارؒ,1
@s.moghaddam.h3333 عشق نابی که ناخواسته در خود دشمنان و بدخواهانش نیز ریشه داونیده... اصلا او را نمی شود دوست نداشت... مخالفان هم با شخص خودشان مشکل ندارن مشکل اصلیشان با دل دین است...ۡ,1
پیروزی ولی سرپرست داره صد شکست یتیمه #ولایتی۩,1
یاد قضیه سربلند بابک داد افتادم و اون همه سرگردونیش!موفق باشین و ی؁,1
#روزبه_بمانی #احسان_خواجه_امیری نمیدونم چطور بگم کار این هم فوق العاده قشنگه هم فوق العاده ویرانگر #تشکر #نابود #یه_روزی_میادڰ,1
جق مگه سرحالی میاره من ۶ ۷ سال پیش در دپ میشدم من سیگار و قدم و هندزفری میزدم گوشڝ,1
عاشقانه ها را فقط مى توان خواند و نوشت اما زندگى داستان متفاوتى دارد، مخلوطى ست از غزل و مثنوى و مرثيه و آه و دل كه عاشقانه هاى آرامى هم در سكوت، دارد... #خودنويسى #فكر و #خيال #مينامالكىإ,1
خوبه كه شما به همه چى به ديد مثبت نگاه ميكنى ولى وقتى خانواده سريال در استان مازندران و مازندرانيها ربط داده ميشه و چندين اين در يك مهمونى اداى وحشى ها رو ميارن، مثبت انديشى امرى بيهوده سۭ,1
دمت گرم بلوچی. زنده باد قوم بلوچ.من تو سراوان با طایفه باران زهی و دینارزهی و روانبد و شه بخش و خیلیای دیگه زندگی کردم.واقعا تو مهمان نوازی بی نظیرن. در حدی که با دست خالی تلاششون این بود که برا من ی دلستر بخرن و کنن. پذیرایی #IranRegimeChange #براندازم #دیگه_تمومه_ماجراڙ,1
کار خونه با باید با یه آهنگ خوب مطابق حتما مود اون لحظه باشه. وگرنه نمیشه انصافاۣ,1
چه حرف ها که درونم حال می ماند خوشا به نگفته شما که شاعری بلدید!و,1
يادش بخير هر سال پدربزرگ من كه باشه گرامي يادش ميگفت يك سال ديگر گذشت واسه ما بدون نوروز،ميگفتيم خوب الان هست،ميگفتن اين كه نوروز نيست اين عيد است،ميگفتن از روزي كه اعلحضرت ترك كردن ما رو،نوروز هم ترك كرد مردم ما را واسه هميشه.ارزوي ديدن أزادي را داشتن تا لحظه مرگ. نوروزتون شاد٠,1
خب اظهارات مورگن فریمن هم به همون اندازه معتبره. حالا یا تایید میکنه و ادعا اثبات میشه یا تکذیب میکنه و منتظر میشیم ادعا کننده‌ها تکذیب یا پافشاری کنن. تا الان فکر میکنم پافشاری‌ها جواب هم و سلبریتی‌ها پذیرفتن . ضمن این که جایگاه ادعا کننده داده مهمه١,1
من #خواب ندارم و #توییتر شده یارم... از این بیم و #ریت و #فالو #توییت ندارم...ڇ,1
والا بلا طرف طرفدار فوتبالشه و پرچم نماد اون کشوره هیچ لزومی نداره بخواد رنگ بدونه دلیل طرفداریش سبک فوتبال اون کشوره نه ترکیب اینارو پرچم=))))))و,1
بله هيچي مثل بنده نيست خدا هيچ سلامتي ايي رو مريض نكنه اونام ك هستن شفا بده الهي امينۘ,1
یارو نوشته باید از همین کسایی که در صحنه نیستن ترسید یاد جام جهانی 2006 افتادم که یه مکزیکو میگفتن سریا پرتغال ترس ندارن ! از پسش برمیایم اما باید از آنگولا ترسید چون چیزی نداره که از دست بده :)))) انگار ما ترس نایب قهرمانی داشتیم :)))ر,1
